ad,company_domain,company_name,search_term,share_of_voice,date
"Blue Apron - Get $110 Off - Receive a $100 Gift Card",blueapron.com,Blue Apron,dinnerly,13.64,2022-07-23
"Blue Apron - Get $130 Off - Plus Free Shipping",blueapron.com,Blue Apron,dinnerly,9.09,2022-07-10
"Free Food Delivery Codes - Don't Overpay on Food Delivery",capitaloneshopping.com,CapitalOne Shopping,free food delivery,43.95,2022-05-29
"Free Food Delivery Promo Codes - Apply Coupon Codes in 1 Click",capitaloneshopping.com,CapitalOne Shopping,free food delivery,20.03,2022-05-29
"Free Food Delivery Promo Codes - Don't Overpay on Food Delivery",capitaloneshopping.com,CapitalOne Shopping,free food delivery,12.93,2022-05-29
"Don't Overpay on Food Delivery - Apply Coupon Codes in 1 Click",capitaloneshopping.com,CapitalOne Shopping,free food delivery,12.1,2022-07-16
"Free Food Delivery Promos - Don't Overpay on Food Delivery",capitaloneshopping.com,CapitalOne Shopping,free food delivery,4.59,2022-05-29
"Don't Overpay on Food Delivery - Free Food Delivery Promo Codes",capitaloneshopping.com,CapitalOne Shopping,free food delivery,3.76,2022-05-29
"Free Food Delivery Promo Codes - Capital One Shopping is Free",capitaloneshopping.com,CapitalOne Shopping,free food delivery,1.11,2022-05-29
"Free Food Delivery Offers - Don't Overpay on Food Delivery",capitaloneshopping.com,CapitalOne Shopping,free food delivery,0.83,2022-05-31
"Don't Overpay on Food Delivery - Promo Codes For Free",capitaloneshopping.com,CapitalOne Shopping,free food delivery,0.28,2022-06-16
"Promo Codes For Free - Free Food Delivery Promo Codes",capitaloneshopping.com,CapitalOne Shopping,free food delivery,0.14,2022-05-29
"Free Food Delivery Promo Codes - 2022 Food Delivery Coupons",capitaloneshopping.com,CapitalOne Shopping,free food delivery,0.14,2022-06-04
"Promo Codes For Free - Don't Overpay on Food Delivery",capitaloneshopping.com,CapitalOne Shopping,free food delivery,0.14,2022-06-23
"Free Food Delivery Offers - Don't Overpay on Food Delivery",capitaloneshopping.com,CapitalOne Shopping,cheap food delivery near me,18.75,2022-05-29
"Free Food Delivery Promo Codes - Don't Overpay on Food Delivery",capitaloneshopping.com,CapitalOne Shopping,cheap food delivery near me,18.75,2022-06-04
"Don't Overpay on Food Delivery - Free Food Delivery Promo Codes",capitaloneshopping.com,CapitalOne Shopping,cheap food delivery near me,16.67,2022-05-28
"Free Food Delivery Codes - Don't Overpay on Food Delivery",capitaloneshopping.com,CapitalOne Shopping,cheap food delivery near me,12.5,2022-06-05
"Free Food Delivery Promos - Don't Overpay on Food Delivery",capitaloneshopping.com,CapitalOne Shopping,cheap food delivery near me,12.5,2022-06-09
"Don't Overpay on Food Delivery - Food Delivery Offers",capitaloneshopping.com,CapitalOne Shopping,cheap food delivery near me,8.33,2022-06-05
"Don't Overpay on Food Delivery - Apply Coupon Codes in 1 Click",capitaloneshopping.com,CapitalOne Shopping,cheap food delivery near me,6.25,2022-07-12
"Don't Overpay on Food Delivery - Capital One Shopping is Free",capitaloneshopping.com,CapitalOne Shopping,cheap food delivery near me,2.08,2022-07-15
"Free Food Delivery Promo Codes - 2022 Food Delivery Coupons",capitaloneshopping.com,CapitalOne Shopping,cheap food delivery near me,2.08,2022-07-24
"Don't Overpay on Food Delivery - Promo Codes For Free",capitaloneshopping.com,CapitalOne Shopping,cheap food delivery near me,2.08,2022-07-28
"Don’t Overpay at Misfits Market Promo Codes & Coupons for 2022",capitaloneshopping.com,CapitalOne Shopping,misfits market promo code,97.36,2022-05-28
"Don't Overpay at Misfits - Apply Coupon Codes in 1 Click",capitaloneshopping.com,CapitalOne Shopping,misfits market promo code,1.12,2022-05-28
"Capital One Shopping - Coupon Codes For Misfits",capitaloneshopping.com,CapitalOne Shopping,misfits market promo code,1.12,2022-06-03
"Coupon Codes For Misfits - Capital One Shopping",capitaloneshopping.com,CapitalOne Shopping,misfits market promo code,0.32,2022-06-06
"Coupon Codes For Misfits - Online Market For Offers",capitaloneshopping.com,CapitalOne Shopping,misfits market promo code,0.08,2022-07-02
"Daily Harvest - Delivered To Your Door",daily-harvest.com,Daily Harvest,healthy harvest,41.71,2022-05-28
"Daily Harvest - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,healthy harvest,33.9,2022-05-28
"Daily Harvest - Hassle-Free, Nourishing Foods",daily-harvest.com,Daily Harvest,healthy harvest,7.09,2022-05-28
"Daily Harvest - We Take Care Of Food",daily-harvest.com,Daily Harvest,healthy harvest,3.22,2022-05-28
"Daily Harvest - Good Food That Works For You",daily-harvest.com,Daily Harvest,healthy harvest,2.5,2022-05-28
"Daily Harvest - Real Food At Its Best",daily-harvest.com,Daily Harvest,healthy harvest,2.5,2022-06-02
"Daily Harvest - Built On Fruits And Vegetables",daily-harvest.com,Daily Harvest,healthy harvest,0.89,2022-05-29
"Nourishing, Chef-Crafted Foods - Built On Fruits And Vegetables",daily-harvest.com,Daily Harvest,healthy harvest,0.64,2022-05-28
"Daily Harvest - Ready In Minutes",daily-harvest.com,Daily Harvest,healthy harvest,0.56,2022-05-28
"Daily Harvest - Choose What You Want",daily-harvest.com,Daily Harvest,healthy harvest,0.4,2022-05-28
"Nourishing, Chef-Crafted Foods - Delivered To Your Door",daily-harvest.com,Daily Harvest,healthy harvest,0.4,2022-05-31
"Choose What You Want - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,healthy harvest,0.4,2022-06-03
"Real Food At Its Best - Daily Harvest",daily-harvest.com,Daily Harvest,healthy harvest,0.4,2022-06-15
"Daily Harvest - With Powerful Ingredients",daily-harvest.com,Daily Harvest,healthy harvest,0.32,2022-05-28
"Delivered To Your Door - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,healthy harvest,0.32,2022-05-30
"Nourishing, Chef-Crafted Foods - Choose What You Want",daily-harvest.com,Daily Harvest,healthy harvest,0.32,2022-05-30
"Nourishing, Chef-Crafted Foods - With Powerful Ingredients",daily-harvest.com,Daily Harvest,healthy harvest,0.32,2022-06-05
"Daily Harvest - Hassle-Free, Nourishing Foods - Ready In Minutes",daily-harvest.com,Daily Harvest,healthy harvest,0.32,2022-06-08
"With Powerful Ingredients - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,healthy harvest,0.32,2022-06-10
"Choose What You Want - Daily Harvest",daily-harvest.com,Daily Harvest,healthy harvest,0.24,2022-05-28
"Real Food At Its Best - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,healthy harvest,0.24,2022-05-30
"Nourishing, Chef-Crafted Foods - Good Food That Works For You",daily-harvest.com,Daily Harvest,healthy harvest,0.24,2022-06-05
"Nourishing, Chef-Crafted Foods - Real Food At Its Best",daily-harvest.com,Daily Harvest,healthy harvest,0.24,2022-06-12
"Delivered To Your Door - Daily Harvest",daily-harvest.com,Daily Harvest,healthy harvest,0.24,2022-06-19
"Good Food That Works For You - Daily Harvest",daily-harvest.com,Daily Harvest,healthy harvest,0.24,2022-07-01
"Real Food At Its Best - Ready In Minutes",daily-harvest.com,Daily Harvest,healthy harvest,0.24,2022-07-11
"Daily Harvest - Delivered To Your Door - Ready In Minutes",daily-harvest.com,Daily Harvest,healthy harvest,0.16,2022-05-28
"Nourishing, Chef-Crafted Foods - Daily Harvest",daily-harvest.com,Daily Harvest,healthy harvest,0.16,2022-05-29
"Nourishing, Chef-Crafted Foods - Ready In Minutes",daily-harvest.com,Daily Harvest,healthy harvest,0.16,2022-05-29
"With Powerful Ingredients - Daily Harvest",daily-harvest.com,Daily Harvest,healthy harvest,0.16,2022-06-11
"Real Food At Its Best - Built On Fruits And Vegetables",daily-harvest.com,Daily Harvest,healthy harvest,0.16,2022-06-12
"Ready In Minutes - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,healthy harvest,0.08,2022-05-28
"Built On Fruits And Vegetables - Daily Harvest",daily-harvest.com,Daily Harvest,healthy harvest,0.08,2022-05-29
"Daily Harvest - Nourishing, Chef-Crafted Foods - Ready In Minutes",daily-harvest.com,Daily Harvest,healthy harvest,0.08,2022-05-30
"Ready In Minutes - Real Food At Its Best",daily-harvest.com,Daily Harvest,healthy harvest,0.08,2022-05-31
"Built On Fruits And Vegetables - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,healthy harvest,0.08,2022-06-06
"Nourishing, Chef-Crafted Foods - Ready In Minutes - Daily Harvest",daily-harvest.com,Daily Harvest,healthy harvest,0.08,2022-06-11
"Built On Fruits And Vegetables - Real Food At Its Best",daily-harvest.com,Daily Harvest,healthy harvest,0.08,2022-06-15
"Ready In Minutes - Nourishing, Chef-Crafted Foods - Daily Harvest",daily-harvest.com,Daily Harvest,healthy harvest,0.08,2022-07-02
"Real Food At Its Best - Choose What You Want",daily-harvest.com,Daily Harvest,healthy harvest,0.08,2022-07-10
"Daily Harvest - Delivered To Your Door - With Powerful Ingredients",daily-harvest.com,Daily Harvest,healthy harvest,0.08,2022-07-11
"With Powerful Ingredients - Real Food At Its Best",daily-harvest.com,Daily Harvest,healthy harvest,0.08,2022-07-27
"Built On Fruits And Vegetables - With Powerful Ingredients",daily-harvest.com,Daily Harvest,healthy harvest,0.08,2022-07-29
"Daily Harvest - Hassle-Free, Nourishing Foods",daily-harvest.com,Daily Harvest,daily harvest reviews,49.05,2022-05-28
"Daily Harvest - We Take Care Of Food",daily-harvest.com,Daily Harvest,daily harvest reviews,18.39,2022-05-28
"Daily Harvest - Hassle-Free, Nourishing Foods - Ready In Minutes",daily-harvest.com,Daily Harvest,daily harvest reviews,6.22,2022-05-28
"Daily Harvest - Ready In Minutes",daily-harvest.com,Daily Harvest,daily harvest reviews,5.68,2022-05-28
"Daily Harvest - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,daily harvest reviews,4.69,2022-05-30
"Daily Harvest - Real Food At Its Best",daily-harvest.com,Daily Harvest,daily harvest reviews,3.97,2022-05-28
"Daily Harvest - Good Food That Works For You",daily-harvest.com,Daily Harvest,daily harvest reviews,2.8,2022-06-14
"Daily Harvest - Choose What You Want",daily-harvest.com,Daily Harvest,daily harvest reviews,1.8,2022-05-28
"Daily Harvest - Built On Fruits And Vegetables",daily-harvest.com,Daily Harvest,daily harvest reviews,0.72,2022-06-02
"Daily Harvest - With Powerful Ingredients",daily-harvest.com,Daily Harvest,daily harvest reviews,0.54,2022-05-28
"Daily Harvest - Delivered To Your Door",daily-harvest.com,Daily Harvest,daily harvest reviews,0.54,2022-06-09
"Real Food At Its Best - Daily Harvest",daily-harvest.com,Daily Harvest,daily harvest reviews,0.54,2022-06-20
"Nourishing, Chef-Crafted Foods - Good Food That Works For You",daily-harvest.com,Daily Harvest,daily harvest reviews,0.45,2022-05-28
"Nourishing, Chef-Crafted Foods - With Powerful Ingredients",daily-harvest.com,Daily Harvest,daily harvest reviews,0.36,2022-05-29
"Daily Harvest - Ready In Minutes - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,daily harvest reviews,0.27,2022-05-28
"Nourishing, Chef-Crafted Foods - Built On Fruits And Vegetables",daily-harvest.com,Daily Harvest,daily harvest reviews,0.27,2022-05-28
"Nourishing, Chef-Crafted Foods - Daily Harvest",daily-harvest.com,Daily Harvest,daily harvest reviews,0.27,2022-05-28
"Nourishing, Chef-Crafted Foods - Delivered To Your Door",daily-harvest.com,Daily Harvest,daily harvest reviews,0.27,2022-05-30
"With Powerful Ingredients - Ready In Minutes",daily-harvest.com,Daily Harvest,daily harvest reviews,0.27,2022-06-11
"Ready In Minutes - With Powerful Ingredients",daily-harvest.com,Daily Harvest,daily harvest reviews,0.18,2022-05-28
"Nourishing, Chef-Crafted Foods - Choose What You Want",daily-harvest.com,Daily Harvest,daily harvest reviews,0.18,2022-05-30
"Daily Harvest - Nourishing, Chef-Crafted Foods - Ready In Minutes",daily-harvest.com,Daily Harvest,daily harvest reviews,0.18,2022-05-31
"Nourishing, Chef-Crafted Foods - Real Food At Its Best",daily-harvest.com,Daily Harvest,daily harvest reviews,0.18,2022-05-31
"Built On Fruits And Vegetables - Daily Harvest",daily-harvest.com,Daily Harvest,daily harvest reviews,0.18,2022-06-01
"Choose What You Want - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,daily harvest reviews,0.18,2022-06-06
"With Powerful Ingredients - Built On Fruits And Vegetables",daily-harvest.com,Daily Harvest,daily harvest reviews,0.18,2022-06-08
"Built On Fruits And Vegetables - With Powerful Ingredients",daily-harvest.com,Daily Harvest,daily harvest reviews,0.18,2022-07-01
"Real Food At Its Best - Ready In Minutes",daily-harvest.com,Daily Harvest,daily harvest reviews,0.18,2022-07-09
"Good Food That Works For You - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,daily harvest reviews,0.09,2022-05-29
"Ready In Minutes - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,daily harvest reviews,0.09,2022-05-29
"With Powerful Ingredients - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,daily harvest reviews,0.09,2022-05-31
"Built On Fruits And Vegetables - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,daily harvest reviews,0.09,2022-06-09
"Choose What You Want - Daily Harvest",daily-harvest.com,Daily Harvest,daily harvest reviews,0.09,2022-06-10
"Delivered To Your Door - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,daily harvest reviews,0.09,2022-06-11
"Real Food At Its Best - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,daily harvest reviews,0.09,2022-06-12
"Ready In Minutes - Real Food At Its Best",daily-harvest.com,Daily Harvest,daily harvest reviews,0.09,2022-06-13
"Nourishing, Chef-Crafted Foods - Ready In Minutes - Daily Harvest",daily-harvest.com,Daily Harvest,daily harvest reviews,0.09,2022-07-11
"Real Food At Its Best - Good Food That Works For You",daily-harvest.com,Daily Harvest,daily harvest reviews,0.09,2022-07-16
"With Powerful Ingredients - Good Food That Works For You",daily-harvest.com,Daily Harvest,daily harvest reviews,0.09,2022-07-17
"Real Food At Its Best - With Powerful Ingredients",daily-harvest.com,Daily Harvest,daily harvest reviews,0.09,2022-07-25
"With Powerful Ingredients - Real Food At Its Best",daily-harvest.com,Daily Harvest,daily harvest reviews,0.09,2022-07-25
"Good Food That Works For You - Daily Harvest",daily-harvest.com,Daily Harvest,daily harvest reviews,0.09,2022-07-27
"Daily Harvest - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,dailey harvest,40.6,2022-05-29
"Daily Harvest - Hassle-Free, Nourishing Foods",daily-harvest.com,Daily Harvest,dailey harvest,22.02,2022-05-29
"Daily Harvest - Real Food At Its Best",daily-harvest.com,Daily Harvest,dailey harvest,19.7,2022-05-29
"Daily Harvest - Good Food That Works For You",daily-harvest.com,Daily Harvest,dailey harvest,3.52,2022-06-15
"Daily Harvest - Nourishing, Chef-Crafted Foods - Ready In Minutes",daily-harvest.com,Daily Harvest,dailey harvest,2.7,2022-05-29
"Daily Harvest - Hassle-Free, Nourishing Foods - Ready In Minutes",daily-harvest.com,Daily Harvest,dailey harvest,1.42,2022-06-23
"Daily Harvest - Built On Fruits And Vegetables",daily-harvest.com,Daily Harvest,dailey harvest,1.27,2022-06-04
"Nourishing, Chef-Crafted Foods - Daily Harvest",daily-harvest.com,Daily Harvest,dailey harvest,0.67,2022-06-02
"Built On Fruits And Vegetables - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,dailey harvest,0.6,2022-06-11
"Daily Harvest - Ready In Minutes",daily-harvest.com,Daily Harvest,dailey harvest,0.52,2022-05-29
"With Powerful Ingredients - Daily Harvest",daily-harvest.com,Daily Harvest,dailey harvest,0.52,2022-05-30
"Nourishing, Chef-Crafted Foods - Ready In Minutes",daily-harvest.com,Daily Harvest,dailey harvest,0.45,2022-06-11
"Daily Harvest - We Take Care Of Food",daily-harvest.com,Daily Harvest,dailey harvest,0.37,2022-05-29
"Nourishing, Chef-Crafted Foods - With Powerful Ingredients",daily-harvest.com,Daily Harvest,dailey harvest,0.37,2022-05-30
"Nourishing, Chef-Crafted Foods - Real Food At Its Best",daily-harvest.com,Daily Harvest,dailey harvest,0.37,2022-06-03
"Good Food That Works For You - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,dailey harvest,0.37,2022-06-09
"Delivered To Your Door - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,dailey harvest,0.37,2022-06-28
"Ready In Minutes - Nourishing, Chef-Crafted Foods - Daily Harvest",daily-harvest.com,Daily Harvest,dailey harvest,0.3,2022-06-07
"Built On Fruits And Vegetables - Daily Harvest",daily-harvest.com,Daily Harvest,dailey harvest,0.22,2022-05-29
"Daily Harvest - Choose What You Want",daily-harvest.com,Daily Harvest,dailey harvest,0.22,2022-05-29
"Daily Harvest - Delivered To Your Door",daily-harvest.com,Daily Harvest,dailey harvest,0.22,2022-05-29
"Nourishing, Chef-Crafted Foods - Delivered To Your Door",daily-harvest.com,Daily Harvest,dailey harvest,0.22,2022-05-29
"Real Food At Its Best - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,dailey harvest,0.22,2022-05-29
"Daily Harvest - Real Food At Its Best - With Powerful Ingredients",daily-harvest.com,Daily Harvest,dailey harvest,0.22,2022-07-09
"Real Food At Its Best - Daily Harvest",daily-harvest.com,Daily Harvest,dailey harvest,0.22,2022-07-14
"Choose What You Want - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,dailey harvest,0.15,2022-05-29
"Daily Harvest - Ready In Minutes - Nourishing, Chef-Crafted Foods",daily-harvest.com,Daily Harvest,dailey harvest,0.15,2022-05-29
"Choose What You Want - Daily Harvest",daily-harvest.com,Daily Harvest,dailey harvest,0.15,2022-05-29
"Ready In Minutes - With Powerful Ingredients",daily-harvest.com,Daily Harvest,dailey harvest,0.15,2022-05-30
"Nourishing, Chef-Crafted Foods - Good Food That Works For You",daily-harvest.com,Daily Harvest,dailey harvest,0.15,2022-06-04
"Ready In Minutes - Daily Harvest",daily-harvest.com,Daily Harvest,dailey harvest,0.15,2022-06-08
"Nourishing, Chef-Crafted Foods - Daily Harvest - Ready In Minutes",daily-harvest.com,Daily Harvest,dailey harvest,0.15,2022-07-02
"With Powerful Ingredients - Delivered To Your Door",daily-harvest.com,Daily Harvest,dailey harvest,0.15,2022-07-09
"Ready In Minutes - Choose What You Want",daily-harvest.com,Daily Harvest,dailey harvest,0.07,2022-05-29
"Daily Harvest - With Powerful Ingredients",daily-harvest.com,Daily Harvest,dailey harvest,0.07,2022-05-29
"Nourishing, Chef-Crafted Foods - Choose What You Want",daily-harvest.com,Daily Harvest,dailey harvest,0.07,2022-05-29
"Nourishing, Chef-Crafted Foods - Built On Fruits And Vegetables",daily-harvest.com,Daily Harvest,dailey harvest,0.07,2022-05-30
"Nourishing, Chef-Crafted Foods - Ready In Minutes - Daily Harvest",daily-harvest.com,Daily Harvest,dailey harvest,0.07,2022-06-04
